"ngram"	"n"
"尽管"	4
"山泉"	4
"岳"	4
"已久"	4
"帅"	4
"带刺"	4
"帮到"	4
"帮忙"	4
"常年"	4
"常春"	4
"干饭"	4
"平安"	4
"平民"	4
"延胡索"	4
"弃"	4
"弄"	4
"式"	4
"弓"	4
"强大"	4
"当下"	4
"影"	4
"彻底"	4
"很久"	4
"很简单"	4
"徽"	4
"心中"	4
"心目中"	4
"必读"	4
"念"	4
"态"	4
"性命"	4
"总会"	4
"患者"	4
"情况"	4
"情绪"	4
"惨遭"	4
"意义"	4
"感冒"	4
"慢下来"	4
"慢慢"	4
"懒"	4
"战"	4
"所谓"	4
"手里"	4
"打交道"	4
"扔掉"	4
"承载"	4
"抗癌"	4
"抛弃"	4
"报"	4
"披"	4
"抱"	4
"抽"	4
"担心"	4
"拍出"	4
"拓印"	4
"拜访"	4
"拦"	4
"拼命"	4
"挂满"	4
"指南"	4
"指路"	4
"按"	4
"挑选"	4
"挖出来"	4
"挖过"	4
"挠"	4
"捞"	4
"掉了"	4
"接触"	4
"摆"	4
"摆渡"	4
"摊"	4
"收入"	4
"放到"	4
"故乡"	4
"故而"	4
"救过"	4
"斋"	4
"斗南"	4
"料理"	4
"斩"	4
"新婚"	4
"新生"	4
"族"	4
"族谱"	4
"既是"	4
"既能"	4
"旧"	4
"时光飞逝"	4
"星期"	4
"星辰"	4
"春天里"	4
"春日"	4
"昨天"	4
"晚期"	4
"普遍"	4
"智"	4
"智商"	4
"晾干"	4
"更像"	4
"最小"	4
"有名"	4
"期待"	4
"木兰"	4
"木匠"	4
"木头"	4
"木屑"	4
"木香"	4
"未来"	4
"未知"	4
"朱元璋"	4
"杂"	4
"杆秤"	4
"杏林"	4
"杭"	4
"松子"	4
"极大"	4
"枯"	4
"柄"	4
"某些"	4
"柑橘"	4
"柔软"	4
"柱"	4
"柽"	4
"桔"	4
"棉衣"	4
"棉袄"	4
"棕树"	4
"棱"	4
"榕"	4
"榨"	4
"槟榔"	4
"歌谣"	4
"正月"	4
"武术"	4
"殃"	4
"殊不知"	4
"残"	4
"母鸡"	4
"毒蛇"	4
"毛茛"	4
"民俗"	4
"水平"	4
"水泡"	4
"水洗"	4
"永"	4
"治病救人"	4
"泛"	4
"泠"	4
"洁"	4
"洋槐"	4
"洗手"	4
"洗澡"	4
"海南"	4
"海参"	4
"海马"	4
"浸"	4
"液"	4
"深入"	4
"深秋"	4
"温暖"	4
"湖南"	4
"湿地"	4
"源自"	4
"滇"	4
"灌木"	4
"灌溉"	4
"火海"	4
"火烧"	4
"灯台"	4
"灾"	4
"灿"	4
"炸"	4
"点儿"	4
"点点"	4
"炼铁"	4
"烛"	4
"烦"	4
"烦恼"	4
"烧了"	4
"熟"	4
"熟知"	4
"燕窝"	4
"父"	4
"牙齿"	4
"牛肉"	4
"牢"	4
"特产"	4
"犀"	4
"狂"	4
"狠"	4
"狭"	4
"玉兰"	4
"玉兰花"	4
"王国"	4
"王者"	4
"玛"	4
"玩意儿"	4
"玳"	4
"琵琶"	4
"生意"	4
"用水"	4
"田七"	4
"男女"	4
"留给"	4
"疗法"	4
"疯狂"	4
"疾"	4
"痒"	4
"癌"	4
"白天"	4
"白果"	4
"白皮"	4
"白蜡"	4
"白露"	4
"皇室"	4
"皇家"	4
"皱"	4
"盒"	4
"盲人"	4
"省"	4
"眉"	4
"看一下"	4
"看上去"	4
"看起来"	4
"真好"	4
"真能"	4
"真诚"	4
"眼疾"	4
"眼病"	4
"睡前"	4
"睡眠"	4
"石楠花"	4
"石花"	4
"矿物"	4
"砖"	4
"破坏"	4
"砸"	4
"磨刀"	4
"磨难"	4
"祖先"	4
"禁忌"	4
"福寿"	4
"秋海棠"	4
"秒"	4
"穿山"	4
"立冬"	4
"竟在"	4
"童话"	4
"符号"	4
"等待"	4
"简直"	4
"算盘"	4
"管用"	4
"簕"	4
"粽"	4
"糕点"	4
"糖尿病"	4
"索"	4
"紫金"	4
"红叶"	4
"红烧"	4
"纲"	4
"纷纷"	4
"细心"	4
"绍兴"	4
"结构"	4
"绳"	4
"罐子"	4
"罕见"	4
"羹"	4
"羽毛"	4
"翅膀"	4
"翩翩起舞"	4
"翻了"	4
"老先生"	4
"老外"	4
"老奶奶"	4
"老者"	4
"考古"	4
"而今"	4
"而后"	4
"耗费"	4
"肥"	4
"肺癌"	4
"肿瘤"	4
"脏"	4
"脱力"	4
"脾气"	4
"腻"	4
"自信"	4
"自动"	4
"致命"	4
"舍得"	4
"舒"	4
"舒服"	4
"舞"	4
"般"	4
"芦荟"	4
"花海"	4
"花瓣"	4
"花花"	4
"花香"	4
"苔"	4
"苔藓"	4
"茅草"	4
"茬"	4
"荔"	4
"荽"	4
"菜刀"	4
"菱角"	4
"葛藤"	4
"蓣"	4
"薅"	4
"藕"	4
"藤木"	4
"藤蔓"	4
"藻"	4
"虱"	4
"蚂蝗"	4
"蚕宝宝"	4
"蚯蚓"	4
"蛇足"	4
"蛋糕"	4
"蜂房"	4
"表演"	4
"西汉"	4
"西湖"	4
"见识"	4
"触碰"	4
"言"	4
"讨论"	4
"证"	4
"诗人"	4
"诗经"	4
"诠释"	4
"说明"	4
"说话"	4
"请罪"	4
"诺贝尔"	4
"课"	4
"谈"	4
"豆子"	4
"豌豆"	4
"象征"	4
"负荆"	4
"贾"	4
"赐"	4
"赴"	4
"起了"	4
"足球"	4
"距"	4
"路过"	4
"蹦"	4
"身份"	4
"躲"	4
"躺平"	4
"车轮"	4
"轱"	4
"轴"	4
"轻慢"	4
"辈"	4
"辉"	4
"辘"	4
"辩"	4
"迎春花"	4
"运动"	4
"返乡"	4
"还好"	4
"进口"	4
"违规"	4
"迷信"	4
"逍遥"	4
"逐渐"	4
"遍地"	4
"道具"	4
"郁"	4
"郎"	4
"部"	4
"酱油"	4
"酿造"	4
"重病"	4
"重视"	4
"金色"	4
"金黄"	4
"鉴别"	4
"钉"	4
"钓鱼"	4
"钻"	4
"铃铛"	4
"铺地"	4
"锡"	4
"锻"	4
"镶嵌"	4
"长到"	4
"阅读"	4
"防己"	4
"附近"	4
"除掉"	4
"隆平"	4
"随风"	4
"隔壁"	4
"难受"	4
"难怪"	4
"雨林"	4
"霉"	4
"静"	4
"靛蓝"	4
"鞋子"	4
"鞭"	4
"鞭子"	4
"韩"	4
"颓"	4
"餐"	4
"饥"	4
"饲料"	4
"馗"	4
"香囊"	4
"香港"	4
"马粪"	4
"驴"	4
"骂"	4
"高价"	4
"高粱"	4
"魅力"	4
"鲜味"	4
"鸡冠"	4
"麻菜"	4
"黑龙江"	4
"龙脑"	4
"0.1"	3
"19"	3
"2000"	3
"25"	3
"38"	3
"800"	3
"a"	3
"d"	3
"v.s"	3
"一世"	3
"一匹"	3
"一声"	3
"一套"	3
"一字之差"	3
"一期"	3
"一百"	3
"一秒"	3
"一罐"	3
"一群"	3
"一部"	3
"一阵"	3
"一面"	3
"七七"	3
"万一"	3
"万斤"	3
"丈"	3
"三人"	3
"三从四德"	3
"三分"	3
"三十六计"	3
"三寸"	3
"三尺"	3
"三次"	3
"三百"	3
"上下"	3
"上千"	3
"上去"	3
"上古"	3
"上来"	3
"上班"	3
"上瘾"	3
"上百"	3
"下乡"	3
"下凡"	3
"下雪"	3
"不上"	3
"不上来"	3
"不像"	3
"不光"	3
"不单"	3
"不及"	3
"不堪"	3
"不太"	3
"不孝有三"	3
"不容"	3
"不对"	3
"不惧"	3
"不成"	3
"不比"	3
"不治之症"	3
"不注意"	3
"不渝"	3
"不着"	3
"不算"	3
"不管是"	3
"不药而愈"	3
"不觉"	3
"与众不同"	3
"专业"	3
"专门"	3
"世家"	3
"业"	3
"丛林"	3
"丝带"	3
"两头"	3
"严冬"	3
"严重"	3
"个个"	3
"中文"	3
"中暑"	3
"为人"	3
"主角"	3
"乃"	3
"之宝"	3
"之路"	3
"乌篷"	3
"乎"	3
"乔木"	3
"九龙"	3
"乞丐"	3
"也就"	3
"习"	3
"书法"	3
"书籍"	3
"乱吃"	3
"争议"	3
"云英"	3
"互相"	3
"五彩"	3
"五花肉"	3
"亩"	3
"享"	3
"人为"	3
"人去"	3
"人参果"	3
"人名"	3
"人形"	3
"人心"	3
"人数"	3
"人文"	3
"亿万"	3
"什么东西"	3
"仁心"	3
"从不"	3
"从中"	3
"从小就"	3
"从来"	3
"他在"	3
"付"	3
"付出"	3
"仙药"	3
"以及"	3
"仪式"	3
"份"	3
"仿佛"	3
"休"	3
"伪装"	3
"似乎"	3
"似的"	3
"但有"	3
"你爱"	3
"你要"	3
"佳肴"	3
"使命"	3
"侠"	3
"保暖"	3
"俩"	3
"倔强"	3
"倾"	3
"倾倒"	3
"假酒"	3
"做好"	3
"做梦"	3
"偶"	3
"偶然"	3
"偷了"	3
"偷懒"	3
"傣族"	3
"傩"	3
"僵"	3
"儿女"	3
"儿歌"	3
"儿科"	3
"充满了"	3
"光棍"	3
"光阴"	3
"克星"	3
"全家"	3
"八方"	3
"八百"	3
"八股文"	3
"公公"	3
"公开"	3
"六亲"	3
"六种"	3
"六角"	3
"共同"	3
"关键时刻"	3
"兵马"	3
"内的"	3
"册"	3
"再也不"	3
"再来"	3
"写字"	3
"军队"	3
"农家"	3
"农药"	3
"冰冷"	3
"冰天雪地"	3
"冰片"	3
"冰箱"	3
"冰雪"	3
"凉了"	3
"凋零"	3
"凌"	3
"减"	3
"凭借"	3
"凹"	3
"出动"	3
"出发"	3
"出土"	3
"出手"	3
"出自"	3
"出行"	3
"击"	3
"列"	3
"创业"	3
"利"	3
"利尿"	3
"别人"	3
"刻苦"	3
"前世"	3
"剥"	3
"剥皮"	3
"劝"	3
"加味"	3
"加拿大"	3
"加点"	3
"动植物"	3
"势"	3
"勇气"	3
"包含"	3
"包谷"	3
"匍匐"	3
"匡"	3
"十多年"	3
"十年"	3
"十里"	3
"千斤"	3
"半天"	3
"半斤八两"	3
"华夏"	3
"卓"	3
"南京"	3
"南沙"	3
"历"	3
"厘"	3
"厘米"	3
"原谅"	3
"厥"	3
"参会"	3
"参观"	3
"友"	3
"双眼"	3
"反"	3
"反应"	3
"发掘"	3
"发达"	3
"受欢迎"	3
"变脸"	3
"只开"	3
"只看"	3
"叶兰"	3
"叶酸"	3
"吃上"	3
"吃不到"	3
"吃吃"	3
"各"	3
"各个"	3
"同伴"	3
"同属"	3
"同样"	3
"名录"	3
"名著"	3
"后悔"	3
"向前"	3
"吞"	3
"吸引"	3
"周公"	3
"周身"	3
"咳嗽"	3
"哥哥"	3
"唢呐"	3
"善报"	3
"喉咙"	3
"喝下"	3
"喷"	3
"四处"	3
"因此而"	3
"园艺"	3
"围"	3
"国君"	3
"国外"	3
"国宝"	3
"国际"	3
"土著"	3
"地位"	3
"地域"	3
"地狱"	3
"地瓜"	3
"地面"	3
"地面上"	3
"均可"	3
"坚守"	3
"坦然"	3
"型"	3
"垮"	3
"埋"	3
"基"	3
"堂倌"	3
"填充"	3
"墙壁"	3
"墨水"	3
"墨汁"	3
"壁虎"	3
"壶"	3
"处暑"	3
"复原"	3
"外壳"	3
"外治"	3
"外科"	3
"大厦"	3
"大吉大利"	3
"大哥"	3
"大年初一"	3
"大暑"	3
"大王"	3
"大米"	3
"大道"	3
"大部分"	3
"大雪"	3
"天子"	3
"天庭"	3
"天才"	3
"太不"	3
"太太"	3
"夫"	3
"失眠"	3
"头痛"	3
"奇遇"	3
"奈何"	3
"奥秘"	3
"女娲"	3
"她们"	3
"好了吗"	3
"好几"	3
"好处多多"	3
"好朋友"	3
"好运"	3
"如同"	3
"妇科"	3
"妖艳"	3
"姓氏"	3
"嫂"	3
"嫦娥奔月"	3
"子弹"	3
"孔明"	3
"孕"	3
"孙女"	3
"孙悟空"	3
"学院"	3
"孩"	3
"宁"	3
"宁夏"	3
"守宫"	3
"守护者"	3
"安静"	3
"宗族"	3
"官兵"	3
"宝剑"	3
"宝塔"	3
"宠物"	3
"客人"	3
"害怕"	3
"害虫"	3
"宴"	3
"家乡话"	3
"家产"	3
"对付"	3
"对待"	3
"尊称"	3
"小寒"	3
"小牛"	3
"小豆"	3
"小雪"	3
"尤"	3
"就将"	3
"尸"	3
"尺"	3
"届"	3
"展现"	3
"屡次"	3
"山居"	3
"山水"	3
"山河"	3
"山羊"	3
"山茶花"	3
"山越"	3
"岁月如梭"	3
"岐"	3
"岐黄"	3
"峡谷"	3
"峭壁"	3
"崛起"	3
"巧克力"	3
"巴掌"	3
"巷"	3
"师傅"	3
"帐"	3
"带有"	3
"席"	3
"常绿"	3
"常被"	3
"干活"	3
"年糕"	3
"幼苗"	3
"广告"	3
"庆"	3
"库"	3
"底下"	3
"庙"	3
"庭院"	3
"康"	3
"康熙"	3
"廉价"	3
"建"	3
"建造"	3
"开发"	3
"张骞"	3
"当场"	3
"当时"	3
"彝族"	3
"形式"	3
"形成"	3
"彼此"	3
"往往"	3
"很是"	3
"徒弟"	3
"徒手"	3
"御用"	3
"微缩"	3
"心想事成"	3
"心意"	3
"心愿"	3
"心理"	3
"必然"	3
"必看"	3
"忘不了"	3
"忽地"	3
"怪病"	3
"怪癖"	3
"总算"	3
"情人"	3
"惠"	3
"想法"	3
"想看看"	3
"想起"	3
"惹"	3
"意味"	3
"懂了"	3
"懒做"	3
"成人"	3
"成仙"	3
"成真"	3
"我不"	3
"我家"	3
"我还是"	3
"或许"	3
"战胜"	3
"战车"	3
"截"	3
"手上"	3
"扑鼻"	3
"打入"	3
"打水"	3
"打鼓"	3
"扫帚"	3
"扫除"	3
"承诺"	3
"抗老"	3
"折叠"	3
"报恩"	3
"抬"	3
"抬头"	3
"抹"	3
"拉出"	3
"拍卖"	3
"拒"	3
"拔腿"	3
"拟"	3
"拥抱"	3
"持续"	3
"指点"	3
"挖出"	3
"挖取"	3
"挚"	3
"捕捉"	3
"捣"	3
"掐"	3
"排骨"	3
"探源"	3
"推崇"	3
"措施"	3
"提取"	3
"提示"	3
"揭开"	3
"搓"	3
"搞定"	3
"搞笑"	3
"搬"	3
"搭"	3
"摇曳"	3
"摇身"	3
"撑"	3
"播"	3
"撰写"	3
"撷"	3
"攀"	3
"攻打"	3
"放松"	3
"效用"	3
"救回"	3
"教会"	3
"教育"	3
"教训"	3
"散发"	3
"数字"	3
"文人"	3
"断定"	3
"新郎"	3
"方言"	3
"族人"	3
"旗"	3
"旗袍"	3
"无力"	3
"无奈"	3
"无用"	3
"无限"	3
"日子"	3
"日本人"	3
"早日"	3
"早春"	3
"旱地"	3
"昂"	3
"昆明"	3
"明珠"	3
"昏"	3
"映"	3
"春分"	3
"春山"	3
"春来"	3
"春联"	3
"晚"	3
"晶"	3
"暑假"	3
"暮"	3
"更有"	3
"更要"	3
"曾是"	3
"替代"	3
"最为"	3
"月光"	3
"月季花"	3
"有益"	3
"有道理"	3
"有风"	3
"朝天"	3
"朝着"	3
"木偶"	3
"木本植物"	3
"木板"	3
"木棉花"	3
"木槿"	3
"木薯"	3
"木质"	3
"木雕"	3
"末"	3
"本地"	3
"机器"	3
"机械"	3
"杂技"	3
"权"	3
"李世民"	3
"杏树"	3
"来听"	3
"杭州"	3
"杰"	3
"松香"	3
"板凳"	3
"极了"	3
"果皮"	3
"枝子"	3
"枯死"	3
"柏子"	3
"柔"	3
"柔弱"	3
"柘"	3
"柚子"	3
"柠檬"	3
"栓"	3
"格局"	3
"栽种"	3
"桃仁"	3
"桃子"	3
"桃树"	3
"案"	3
"桦"	3
"桩"	3
"梅子"	3
"梓"	3
"梦想"	3
"棺"	3
"椰子"	3
"榴莲"	3
"樟脑"	3
"樱花"	3
"橡"	3
"檵"	3
"歙"	3
"正值"	3
"步"	3
"武则天"	3
"歹毒"	3
"死了"	3
"死去"	3
"殿"	3
"毁"	3
"毅"	3
"毒打"	3
"毒草"	3
"毛笔"	3
"民"	3
"气候"	3
"水上"	3
"水芹"	3
"永动机"	3
"汝"	3
"江苏"	3
"沙子"	3
"沙滩"	3
"沫"	3
"河水"	3
"泉水"	3
"泡桐"	3
"泡菜"	3
"泥土"	3
"洁白"	3
"洪"	3
"活字"	3
"活着"	3
"流逝"	3
"浅"	3
"浓烈"	3
"浙江"	3
"海棠"	3
"海盐"	3
"海里"	3
"海鲜"	3
"浸泡"	3
"涂"	3
"消暑"	3
"润肺"	3
"涵"	3
"淘"	3
"淤泥"	3
"深刻"	3
"清洁"	3
"清洗"	3
"渔夫"	3
"游记"	3
"湾"	3
"湿气"	3
"溢"	3
"滑雪板"	3
"滩"	3
"潮"	3
"澡"	3
"激励"	3
"濒临"	3
"火柴"	3
"火腿"	3
"灯盏"	3
"灵性"	3
"灶"	3
"炖鸡汤"	3
"炮仗"	3
"炸鸡"	3
"烟草"	3
"烧烤"	3
"热带"	3
"热爱"	3
"热闹"	3
"照顾"	3
"燕麦"	3
"爱的"	3
"爸爸"	3
"片刻"	3
"牛骨"	3
"犯"	3
"狐狸"	3
"独一无二"	3
"狮"	3
"狮子"	3
"理论"	3
"琪"	3
"瑞"	3
"璐"	3
"璟"	3
"瓢"	3
"生前"	3
"生机"	3
"生死"	3
"田地"	3
"田螺"	3
"田野"	3
"甲乙"	3
"甲鱼"	3
"男士"	3
"男左女右"	3
"留言"	3
"疟疾"	3
"疯"	3
"疲"	3
"病毒"	3
"痊"	3
"痔疮"	3
"痛苦"	3
"痢"	3
"瘟"	3
"瘦"	3
"瘫"	3
"白茶"	3
"白饭"	3
"白首"	3
"百分"	3
"百合花"	3
"百岁"	3
"百香果"	3
"皆有"	3
"皇上"	3
"皇后"	3
"皮蛋"	3
"皮衣"	3
"盆栽"	3
"盗"	3
"盘子"	3
"盛"	3
"目前"	3
"直"	3
"看懂"	3
"真不"	3
"真相"	3
"真美"	3
"真面目"	3
"眠"	3
"睡觉"	3
"瞧"	3
"瞧一瞧"	3
"瞬"	3
"矛"	3
"知觉"	3
"矮"	3
"石雕"	3
"码"	3
"砍柴"	3
"研发"	3
"研磨"	3
"研究"	3
"破土"	3
"破竹"	3
"硕"	3
"社会"	3
"祖国"	3
"秃"	3
"秃头"	3
"积木"	3
"移"	3
"程度"	3
"稔"	3
"稻田"	3
"稻草"	3
"穴"	3
"穹"	3
"穿上"	3
"穿的"	3
"穿着"	3
"窍"	3
"竟把"	3
"章"	3
"童"	3
"童子"	3
"竹竿"	3
"竹笋"	3
"第几"	3
"笼"	3
"筅"	3
"筏"	3
"答"	3
"管他"	3
"类似"	3
"粗糙"	3
"粪便"	3
"精彩"	3
"精致"	3
"糖瓜"	3
"糟糠之妻"	3
"素材"	3
"紧"	3
"红了"	3
"红楼梦"	3
"红豆"	3
"纯正"	3
"纵"	3
"纽扣"	3
"细节"	3
"终究"	3
"绊"	3
"结出"	3
"结发"	3
"结合"	3
"结晶"	3
"结束"	3
"绝迹"	3
"继"	3
"继承"	3
"绵绵"	3
"绿帽子"	3
"缓解"	3
"缝里"	3
"缸"	3
"置"	3
"美人"	3
"美妙"	3
"美感"	3
"翁"	3
"翼"	3
"老大哥"	3
"老实"	3
"老林"	3
"老牛"	3
"考试"	3
"考验"	3
"而不是"	3
"而为"	3
"而又"	3
"而已"	3
"耐"	3
"联系"	3
"聚"	3
"肚"	3
"肥肉"	3
"育"	3
"肴"	3
"胎"	3
"胎教"	3
"胶囊"	3
"能看"	3
"脐"	3
"脚步"	3
"腹部"	3
"膜拜"	3
"膝"	3
"膝盖"	3
"膳"	3
"自在"	3
"自我"	3
"自然界"	3
"自豪"	3
"舟"	3
"艰苦"	3
"艰难"	3
"艺"	3
"花烛之夜"	3
"花蝴蝶"	3
"芹"	3
"茶叶蛋"	3
"荨麻"	3
"药房"	3
"荷兰"	3
"莎"	3
"获"	3
"菁"	3
"菜花"	3
"菰米"	3
"落花"	3
"葵花"	3
"蒲扇"	3
"蕴"	3
"蕴含"	3
"薰"	3
"藏族"	3
"藓"	3
"藤和"	3
"藤子"	3
"藻类"	3
"蚁"	3
"蚊子"	3
"蛋壳"	3
"蛔虫"	3
"蛙"	3
"蛹"	3
"蛾"	3
"蜀"	3
"蝎"	3
"蝽"	3
"螳螂"	3
"螺丝"	3
"血清"	3
"血管"	3
"行为"	3
"补品"	3
"补气"	3
"表情"	3
"表现"	3
"表白"	3
"衷"	3
"袋"	3
"装饰"	3
"裤"	3
"褚"	3
"褪色"	3
"西北"	3
"西施"	3
"西藏"	3
"要有"	3
"见证"	3
"观察"	3
"规矩"	3
"觉得很"	3
"解惑"	3
"计谋"	3
"认出"	3
"认可"	3
"认得"	3
"认知"	3
"讲解"	3
"设计"	3
"证明"	3
"诊所"	3
"诊断"	3
"话说"	3
"话题"	3
"语言"	3
"请在"	3
"请用"	3
"调料"	3
"谜语"	3
"谢谢"	3
"象"	3
"豪"	3
"豹"	3
"贪婪"	3
"贪心"	3
"资格"	3
"赠"	3
"赤脚"	3
"赭石"	3
"走上"	3
"走出来"	3
"走到"	3
"赶出"	3
"超乎"	3
"超过"	3
"趣闻"	3
"趴在"	3
"跃"	3
"跑到"	3
"跨年"	3
"路人"	3
"踏"	3
"踏青"	3
"蹲"	3
"转动"	3
"转发"	3
"轮胎"	3
"轻盈"	3
"辛苦"	3
"辣子"	3
"辨"	3
"辨证"	3
"辰"	3
"过人之处"	3
"运用"	3
"近乎"	3
"这项"	3
"迭"	3
"迷你"	3
"迷惑"	3
"适应"	3
"逆"	3
"透骨"	3
"通货"	3
"逝"	3
"逵"	3
"道长"	3
"遗忘"	3
"邂逅"	3
"那就"	3
"那是"	3
"酒菜"	3
"采用"	3
"重温"	3
"重阳节"	3
"量"	3
"金丹"	3
"钓"	3
"钻木取火"	3
"铝"	3
"银针"	3
"锅匠"	3
"锋利"	3
"锦鸡"	3
"镁"	3
"镜"	3
"长相"	3
"闭"	3
"闵"	3
"闻起来"	3
"防止"	3
"防疫"	3
"阵"	3
"除夕"	3
"陵"	3
"陶器"	3
"随手"	3
"随时"	3
"隔山"	3
"难忘"	3
"雅称"	3
"雪中"	3
"雪山"	3
"震"	3
"霜叶"	3
"面临"	3
"韩国"	3
"顺利"	3
"颇"	3
"风车"	3
"飘飘"	3
"飞机"	3
"飞龙"	3
"餐桌上"	3
"饮酒"	3
"首富"	3
"首歌"	3
"香油"	3
"香炉"	3
"香甜"	3
"香肠"	3
"马良"	3
"马鹿"	3
"骨科"	3
"高兴"	3
"高大"	3
"高楼"	3
"高级"	3
"鱼腥味"	3
"鲁班"	3
"鲜花"	3
"鸣"	3
"鸭子"	3
"鸿"	3
"麻山"	3
"麻烦"	3
"黑心"	3
"默默"	3
"鼻炎"	3
"龙珠"	3
"龟"	3
"0"	2
"101"	2
"104"	2
"108"	2
"144"	2
"150"	2
"200"	2
"29"	2
"3000"	2
"315"	2
"32"	2
"400"	2
"56"	2
"72"	2
"75"	2
"c"	2
"chuang"	2
"ke"	2
"one"	2
"ta"	2
"vs"	2
"ye"	2
"yyds"	2
"䲡"	2
"一不小心"	2
"一串串"	2
"一件事"	2
"一倍"	2
"一包"	2
"一同"	2
"一命"	2
"一品"	2
"一回"	2
"一回事"	2
"一块肉"	2
"一堂"	2
"一大早"	2
"一季"	2
"一寸"	2
"一对"	2
"一己"	2
"一席之地"	2
"一幕"	2
"一年中"	2
"一度"	2
"一式"	2
"一心"	2
"一手"	2
"一批"	2
"一抹"	2
"一旁"	2
"一无所有"	2
"一步"	2
"一波"	2
"一物"	2
"一病不起"	2
"一看"	2
"一筹"	2
"一线"	2
"一缸"	2
"一苇渡江"	2
"一草一木"	2
"一觉"	2
"一角"	2
"一讲"	2
"一边"	2
"一部分"	2
"一针"	2
"七个"	2
"七夜"	2
"七彩"	2
"七月"	2
"七次"	2
"万事"	2
"万全"	2
"万岁"	2
"万里"	2
"三万"	2
"三五"	2
"三份"	2
"三元"	2
"三夜"	2
"三张"	2
"三条"	2
"三神"	2
"三维"	2
"三角"	2
"上个"	2
"上头"	2
"上学"	2
"上岸"	2
"上次"	2
"上河"	2
"下令"	2
"下海"	2
"下蛋"	2
"不似"	2
"不住"	2
"不停"	2
"不再是"	2
"不出去"	2
"不分"	2
"不动"	2
"不变"	2
"不只是"	2
"不可多得"	2
"不尽"	2
"不已"	2
"不干"	2
"不幸"	2
"不得不"	2
"不忍"	2
"不放过"	2
"不曾"	2
"不服"	2
"不然就"	2
"不老"	2
"不良"	2
"不见不散"	2
"不论"	2
"不读"	2
"不走"	2
"不退"	2
"不限"	2
"丑陋"	2
"专业人士"	2
"专家"	2
"专属"	2
"专注"	2
"专用"	2
"世上"	2
"东晋"	2
"东洋"	2
"东风"	2
"丢失"	2
"两军"	2
"两季"	2
"两杯"	2
"两百"	2
"中之"	2
"中风"	2
"丰"	2
"临"	2
"临时"	2
"丹砂"	2
"主持人"	2
"久弥"	2
"之下"	2
"之于"	2
"之声"	2
"之情"	2
"之所以"	2
"之际"	2
"乌发"	2
"乌贼"	2
"乌鸦"	2
"乏力"	2
"乐于助人"	2
"乒乓球"	2
"乔"	2
"乔装"	2
"乘凉"	2
"九十九"	2
"九天"	2
"九重"	2
"也在"	2
"也来"	2
"也没有"	2
"乡镇"	2
"买主"	2
"乳香"	2
"争论"	2
"事业"	2
"事儿"	2
"事实"	2
"事故"	2
"事项"	2
"二人"	2
"二百五"	2
"云母"	2
"云雾"	2
"五一劳动节"	2
"五代"	2
"五加"	2
"五毒"	2
"五色"	2
"五菜"	2
"亚"	2
"亡"	2
"交换"	2
"交给"	2
"亦"	2
"亦可"	2
"亦有"	2
"产自"	2
"享用"	2
"京剧"	2
"亭"	2
"亲戚"	2
"人体"	2
"人力"	2
"人命"	2
"人性"	2
"人畜"	2
"人群"	2
"人造"	2
"什么时候"	2
"仅供参考"	2
"今生"	2
"仍然"	2
"从前"	2
"从容"	2
"仕"	2
"他人"	2
"他有"	2
"仗"	2
"仙境"	2
"仡"	2
"代代"	2
"代言"	2
"以下"	2
"以此"	2
"以身"	2
"任"	2
"企图"	2
"伏"	2
"伏地"	2
"众所周知"	2
"优点"	2
"会动"	2
"会长"	2
"传播"	2
"传染"	2
"伤了"	2
"伤到"	2
"伤口"	2
"伤过"	2
"伴侣"	2
"但在"	2
"位于"	2
"体会"	2
"体现"	2
"佛山"	2
"作怪"	2
"你我"	2
"佩服"	2
"供不应求"	2
"供奉"	2
"侯"	2
"便在"	2
"便秘"	2
"促进"	2
"俄罗斯"	2
"俑"	2
"俗语"	2
"俘虏"	2
"保镖"	2
"信息"	2
"修改"	2
"俱"	2
"倍增"	2
"倒掉"	2
"借着"	2
"假的"	2
"偏"	2
"做为"	2
"做人"	2
"做饭"	2
"停不下来"	2
"停留"	2
"偷光"	2
"偿"	2
"傣"	2
"像是"	2
"僧人"	2
"元宵"	2
"元首"	2
"兄"	2
"光临"	2
"光合作用"	2
"全体"	2
"全城"	2
"全年"	2
"全村"	2
"八个"	2
"八仙"	2
"公司"	2
"公婆"	2
"公子"	2
"公鸡"	2
"六大"	2
"六尺"	2
"六花"	2
"关心"	2
"关节"	2
"典"	2
"典籍"	2
"养了"	2
"养大"	2
"养育"	2
"养颜"	2
"兽医"	2
"冀"	2
"内衣"	2
"再也没有"	2
"再去"	2
"再现"	2
"再生"	2
"再见"	2
"冒死"	2
"写的"	2
"军事"	2
"农耕"	2
"农舍"	2
"冠"	2
"冲击"	2
"冷漠"	2
"凄"	2
"准则"	2
"准确"	2
"凋"	2
"凋谢"	2
"凌霄花"	2
"凑"	2
"凑齐"	2
"凝聚"	2
"几下"	2
"几十年"	2
"几棵"	2
"几百"	2
"凤尾草"	2
"凤梨"	2
"凶手"	2
"出口"	2
"出差"	2
"出没"	2
"出生"	2
"刀工"	2
"刀枪不入"	2
"刁"	2
"分开"	2
"分得清"	2
"分枝"	2
"划分"	2
"划走"	2
"则为"	2
"则会"	2
"刚娶"	2
"创新"	2
"初"	2
"初春"	2
"利器"	2
"利水"	2
"别称"	2
"别被"	2
